Data e Ora;Intervallo;Bicicletta;Moto;Auto;Camion;Autobus;Velocità Media
26/01/2026 - 16:00:00;ora;55;4;507;5;36;7.27
26/01/2026 - 15:00:00;ora;32;8;409;1;25;8.12
26/01/2026 - 14:00:00;ora;13;2;335;4;42;8.81
26/01/2026 - 13:00:00;ora;48;12;417;5;7;8.89
26/01/2026 - 12:00:00;ora;85;22;435;8;16;7.97
26/01/2026 - 11:00:00;ora;87;24;524;14;33;7.33
26/01/2026 - 10:00:00;ora;55;31;440;3;29;7.53
26/01/2026 - 09:00:00;ora;66;4;466;8;30;8.53
26/01/2026 - 08:00:00;ora;62;5;504;11;22;9.02
26/01/2026 - 07:00:00;ora;33;4;376;21;27;9.13
26/01/2026 - 06:00:00;ora;7;0;116;3;0;10.49
26/01/2026 - 05:00:00;ora;4;0;24;0;0;10.32
26/01/2026 - 04:00:00;ora;2;1;14;0;0;12.41
26/01/2026 - 03:00:00;ora;0;0;50;0;0;11.1
26/01/2026 - 02:00:00;ora;1;0;101;3;1;11.01
26/01/2026 - 01:00:00;ora;0;1;186;2;1;10.32
26/01/2026 - 00:00:00;ora;0;0;308;3;4;9.63
25/01/2026 - 23:00:00;ora;0;0;442;8;15;8.17
25/01/2026 - 22:00:00;ora;0;0;417;7;14;8.01
25/01/2026 - 21:00:00;ora;0;0;338;6;9;8.53
25/01/2026 - 20:00:00;ora;0;0;234;1;6;7.34
25/01/2026 - 19:00:00;ora;3;1;308;9;10;8.1
25/01/2026 - 18:00:00;ora;0;5;301;3;2;7.84
25/01/2026 - 17:00:00;ora;0;0;219;3;2;8.76
25/01/2026 - 16:00:00;ora;14;0;414;4;14;8.48
25/01/2026 - 15:00:00;ora;21;6;270;6;8;9.48
25/01/2026 - 14:00:00;ora;17;3;177;1;6;9.66
25/01/2026 - 13:00:00;ora;36;14;410;2;17;8.93
25/01/2026 - 12:00:00;ora;24;19;639;9;62;6.24
25/01/2026 - 11:00:00;ora;29;9;618;1;54;6.22
25/01/2026 - 10:00:00;ora;30;10;441;7;29;7.66
25/01/2026 - 09:00:00;ora;2;0;133;1;16;8.73
25/01/2026 - 08:00:00;ora;0;0;78;2;2;8.82
25/01/2026 - 07:00:00;ora;0;0;80;2;1;10.58
25/01/2026 - 06:00:00;ora;3;0;45;0;0;11.38
25/01/2026 - 05:00:00;ora;0;1;34;0;0;11.8
25/01/2026 - 04:00:00;ora;0;0;59;1;0;11.33
25/01/2026 - 03:00:00;ora;1;0;114;3;1;11.24
25/01/2026 - 02:00:00;ora;1;0;190;1;4;9.39
25/01/2026 - 01:00:00;ora;4;1;393;3;20;7.91
25/01/2026 - 00:00:00;ora;2;0;332;6;55;5.27
24/01/2026 - 23:00:00;ora;5;2;190;4;24;5.2
24/01/2026 - 22:00:00;ora;0;2;293;11;44;5.38
24/01/2026 - 21:00:00;ora;3;1;397;8;7;6.77
24/01/2026 - 20:00:00;ora;7;1;255;5;12;6.49
24/01/2026 - 19:00:00;ora;9;1;367;6;37;4.18
24/01/2026 - 18:00:00;ora;13;4;465;3;27;5.24
24/01/2026 - 17:00:00;ora;38;5;550;7;20;5.89
24/01/2026 - 16:00:00;ora;62;10;521;7;22;7.67
24/01/2026 - 15:00:00;ora;29;10;337;2;8;9.39
24/01/2026 - 14:00:00;ora;24;8;301;4;15;9.8
24/01/2026 - 13:00:00;ora;36;8;359;6;11;9.31
24/01/2026 - 12:00:00;ora;32;6;546;6;34;6.78
24/01/2026 - 11:00:00;ora;13;3;365;2;47;5.73
24/01/2026 - 10:00:00;ora;30;8;438;7;47;7.01
24/01/2026 - 09:00:00;ora;16;5;340;3;22;8.35
24/01/2026 - 08:00:00;ora;0;0;202;8;17;10.41
24/01/2026 - 07:00:00;ora;3;0;184;4;16;9.74
24/01/2026 - 06:00:00;ora;8;0;75;2;2;10.85
24/01/2026 - 05:00:00;ora;2;0;28;2;1;11.79
24/01/2026 - 04:00:00;ora;1;0;36;0;0;12.24
24/01/2026 - 03:00:00;ora;1;1;148;0;1;10.86
24/01/2026 - 02:00:00;ora;2;4;332;1;19;9.42
24/01/2026 - 01:00:00;ora;18;6;322;12;7;9.22
24/01/2026 - 00:00:00;ora;17;5;285;6;12;7.37
23/01/2026 - 23:00:00;ora;14;0;299;6;48;5.74
23/01/2026 - 22:00:00;ora;24;8;405;6;8;7.06
23/01/2026 - 21:00:00;ora;2;1;157;3;1;7.49
23/01/2026 - 20:00:00;ora;28;8;424;6;34;5.35
23/01/2026 - 19:00:00;ora;64;11;491;4;37;6.04
23/01/2026 - 18:00:00;ora;79;17;485;8;21;6.01
23/01/2026 - 17:00:00;ora;58;9;546;13;39;5.66
23/01/2026 - 16:00:00;ora;162;10;573;7;47;6.94
23/01/2026 - 15:00:00;ora;146;11;468;20;23;8.79
23/01/2026 - 14:00:00;ora;99;14;354;18;18;10.03
23/01/2026 - 13:00:00;ora;170;33;392;20;26;9.24
23/01/2026 - 12:00:00;ora;170;32;372;11;31;7.82
23/01/2026 - 11:00:00;ora;152;39;447;8;43;7.43
23/01/2026 - 10:00:00;ora;131;28;480;7;26;7.87
23/01/2026 - 09:00:00;ora;107;20;430;6;21;8.39
23/01/2026 - 08:00:00;ora;104;23;515;8;16;8.96
23/01/2026 - 07:00:00;ora;70;8;493;16;10;9.52
23/01/2026 - 06:00:00;ora;25;2;127;2;0;11.01
23/01/2026 - 05:00:00;ora;6;1;29;0;0;11.89
23/01/2026 - 04:00:00;ora;3;1;24;1;0;11.59
23/01/2026 - 03:00:00;ora;5;2;30;1;0;13.13
23/01/2026 - 02:00:00;ora;7;2;70;1;1;12.07
23/01/2026 - 01:00:00;ora;12;7;210;0;0;10.41
23/01/2026 - 00:00:00;ora;11;3;488;7;18;9.16
22/01/2026 - 23:00:00;ora;16;6;411;1;10;8.84
22/01/2026 - 22:00:00;ora;22;13;420;7;4;8.98
22/01/2026 - 21:00:00;ora;2;1;225;5;1;8.5
22/01/2026 - 20:00:00;ora;33;7;428;9;11;7.53
22/01/2026 - 19:00:00;ora;57;14;503;2;14;6.73
22/01/2026 - 18:00:00;ora;59;8;518;11;28;6.05
22/01/2026 - 17:00:00;ora;90;11;632;8;33;6.82
22/01/2026 - 16:00:00;ora;104;12;569;6;15;7.69
22/01/2026 - 14:00:00;ora;48;15;184;8;7;9.78
22/01/2026 - 13:00:00;ora;154;32;360;31;33;9.54
22/01/2026 - 12:00:00;ora;123;28;467;1;22;7.31
22/01/2026 - 11:00:00;ora;144;36;494;2;19;6.88
22/01/2026 - 10:00:00;ora;30;7;152;1;10;7.68
