Data e Ora;Intervallo;Bicicletta;Moto;Auto;Camion;Autobus;Velocità Media
07/01/2026 - 10:00:00;ora;48;3;739;8;6;9.42
07/01/2026 - 09:00:00;ora;35;10;734;19;8;9.19
07/01/2026 - 08:00:00;ora;45;9;786;10;7;10.48
07/01/2026 - 07:00:00;ora;0;1;527;2;4;8.52
07/01/2026 - 06:00:00;ora;0;0;93;0;0;18.11
07/01/2026 - 05:00:00;ora;0;0;27;0;0;20.59
07/01/2026 - 04:00:00;ora;0;1;50;0;0;28.2
07/01/2026 - 03:00:00;ora;0;0;58;1;0;23.54
07/01/2026 - 02:00:00;ora;0;2;66;0;0;22.19
07/01/2026 - 01:00:00;ora;0;2;107;0;0;24.38
07/01/2026 - 00:00:00;ora;0;0;132;0;0;21.46
06/01/2026 - 23:00:00;ora;0;1;153;0;0;20.81
06/01/2026 - 22:00:00;ora;2;2;290;0;0;19.15
06/01/2026 - 21:00:00;ora;0;0;336;0;0;17.31
06/01/2026 - 20:00:00;ora;0;0;319;0;0;12.93
06/01/2026 - 19:00:00;ora;0;0;124;0;0;12.65
06/01/2026 - 18:00:00;ora;0;2;286;0;0;13.34
06/01/2026 - 17:00:00;ora;0;0;26;0;0;13.54
06/01/2026 - 16:00:00;ora;2;0;391;0;0;14.55
06/01/2026 - 15:00:00;ora;27;1;440;0;1;18.85
06/01/2026 - 14:00:00;ora;26;7;401;2;4;16.66
06/01/2026 - 13:00:00;ora;66;10;699;4;2;13.52
06/01/2026 - 12:00:00;ora;92;13;716;3;2;10.97
06/01/2026 - 11:00:00;ora;80;7;672;1;3;13.8
06/01/2026 - 10:00:00;ora;28;3;537;2;0;15.65
06/01/2026 - 09:00:00;ora;35;3;422;4;4;16.95
06/01/2026 - 08:00:00;ora;33;10;278;5;4;17.92
06/01/2026 - 07:00:00;ora;15;3;163;1;2;18.55
06/01/2026 - 06:00:00;ora;0;0;7;0;0;9.57
06/01/2026 - 05:00:00;ora;0;0;10;0;0;20.6
06/01/2026 - 04:00:00;ora;0;0;3;0;0;15
06/01/2026 - 03:00:00;ora;0;1;32;0;0;18.12
06/01/2026 - 02:00:00;ora;0;2;140;0;0;20.49
06/01/2026 - 01:00:00;ora;1;3;232;0;0;21.49
06/01/2026 - 00:00:00;ora;1;5;287;0;0;19.48
05/01/2026 - 23:00:00;ora;2;9;396;0;0;18.75
05/01/2026 - 22:00:00;ora;1;4;465;0;0;16.24
05/01/2026 - 21:00:00;ora;0;9;524;0;1;14.3
05/01/2026 - 20:00:00;ora;4;9;680;0;1;10.96
05/01/2026 - 19:00:00;ora;3;6;586;0;1;8.77
05/01/2026 - 18:00:00;ora;5;7;615;0;0;10.68
05/01/2026 - 17:00:00;ora;33;18;694;0;1;9.24
05/01/2026 - 16:00:00;ora;165;21;743;12;6;12.27
05/01/2026 - 15:00:00;ora;127;14;752;13;6;12.56
05/01/2026 - 14:00:00;ora;86;17;689;16;5;12.01
05/01/2026 - 13:00:00;ora;134;17;694;19;8;10.93
05/01/2026 - 12:00:00;ora;159;16;674;10;2;10.21
05/01/2026 - 11:00:00;ora;126;11;672;13;3;9.5
05/01/2026 - 10:00:00;ora;104;9;714;15;5;10.55
05/01/2026 - 09:00:00;ora;103;18;761;15;8;12.09
05/01/2026 - 08:00:00;ora;61;7;640;30;5;13.58
05/01/2026 - 07:00:00;ora;20;10;479;12;5;15.95
05/01/2026 - 06:00:00;ora;0;0;116;0;0;18.68
05/01/2026 - 05:00:00;ora;0;0;12;0;0;21.75
05/01/2026 - 04:00:00;ora;0;0;21;0;0;18.52
05/01/2026 - 03:00:00;ora;0;0;11;0;0;12.27
05/01/2026 - 02:00:00;ora;0;0;51;0;0;18.59
05/01/2026 - 01:00:00;ora;0;0;149;0;0;19.93
05/01/2026 - 00:00:00;ora;0;2;247;0;0;19.82
04/01/2026 - 23:00:00;ora;1;0;207;0;0;16.67
04/01/2026 - 22:00:00;ora;0;1;256;0;0;15.39
04/01/2026 - 21:00:00;ora;1;1;339;0;0;12.66
04/01/2026 - 20:00:00;ora;1;4;690;0;1;12.2
04/01/2026 - 19:00:00;ora;2;4;739;0;1;12.21
04/01/2026 - 18:00:00;ora;3;9;733;0;0;14.59
04/01/2026 - 17:00:00;ora;5;17;691;0;2;15.01
04/01/2026 - 16:00:00;ora;36;16;663;1;3;16.93
04/01/2026 - 15:00:00;ora;23;10;510;2;0;19.57
04/01/2026 - 14:00:00;ora;40;15;381;2;5;18.06
04/01/2026 - 13:00:00;ora;107;24;580;5;3;15.65
04/01/2026 - 12:00:00;ora;180;30;673;0;1;14.75
04/01/2026 - 11:00:00;ora;162;20;682;1;4;14.71
04/01/2026 - 10:00:00;ora;90;12;635;4;0;16.39
04/01/2026 - 09:00:00;ora;53;15;501;2;6;16.79
04/01/2026 - 08:00:00;ora;37;14;330;5;4;18.1
04/01/2026 - 07:00:00;ora;11;8;196;6;2;20.36
04/01/2026 - 06:00:00;ora;0;3;133;0;0;24.44
04/01/2026 - 05:00:00;ora;1;4;77;0;0;28.38
04/01/2026 - 04:00:00;ora;0;3;66;0;0;23.78
04/01/2026 - 03:00:00;ora;0;6;123;0;0;22.75
04/01/2026 - 02:00:00;ora;1;6;205;0;0;24.99
04/01/2026 - 01:00:00;ora;1;8;400;0;0;20.92
04/01/2026 - 00:00:00;ora;1;2;486;0;0;19.34
03/01/2026 - 23:00:00;ora;2;3;490;0;0;17.1
03/01/2026 - 22:00:00;ora;4;10;508;0;0;17.1
03/01/2026 - 21:00:00;ora;2;5;515;0;1;16.14
03/01/2026 - 20:00:00;ora;2;3;677;0;0;11.58
03/01/2026 - 19:00:00;ora;2;3;527;0;0;10.49
03/01/2026 - 18:00:00;ora;9;14;669;0;1;12.35
03/01/2026 - 17:00:00;ora;27;21;695;0;2;12.28
03/01/2026 - 16:00:00;ora;113;34;702;2;5;13.67
03/01/2026 - 15:00:00;ora;70;35;673;5;3;16.8
03/01/2026 - 14:00:00;ora;92;32;616;12;2;16.05
03/01/2026 - 13:00:00;ora;158;53;687;5;2;14.7
03/01/2026 - 12:00:00;ora;178;49;721;6;3;12.75
03/01/2026 - 11:00:00;ora;207;42;685;11;2;14.61
03/01/2026 - 10:00:00;ora;120;30;706;12;4;14.58
03/01/2026 - 09:00:00;ora;78;19;658;15;6;14.3
03/01/2026 - 08:00:00;ora;60;12;498;19;2;14.74
03/01/2026 - 07:00:00;ora;23;8;309;7;1;18.62
03/01/2026 - 06:00:00;ora;0;3;169;0;1;20.34
03/01/2026 - 05:00:00;ora;2;0;83;0;0;24.69
03/01/2026 - 04:00:00;ora;0;1;69;0;0;25.56
03/01/2026 - 03:00:00;ora;0;2;56;0;0;24.64
03/01/2026 - 02:00:00;ora;0;0;119;0;0;20.49
03/01/2026 - 01:00:00;ora;0;1;157;0;0;21.16
03/01/2026 - 00:00:00;ora;0;1;191;0;0;19.13
02/01/2026 - 23:00:00;ora;1;0;232;0;0;17.41
02/01/2026 - 22:00:00;ora;0;1;195;0;0;16.78
02/01/2026 - 21:00:00;ora;0;0;139;0;0;14.41
02/01/2026 - 20:00:00;ora;0;0;129;0;0;10.26
02/01/2026 - 19:00:00;ora;0;0;128;0;0;9.2
02/01/2026 - 18:00:00;ora;0;0;68;0;0;5.81
02/01/2026 - 17:00:00;ora;11;11;359;0;0;11.76
02/01/2026 - 16:00:00;ora;91;17;819;6;6;11.9
02/01/2026 - 15:00:00;ora;69;10;723;8;7;13.41
02/01/2026 - 14:00:00;ora;74;23;643;10;4;14.63
02/01/2026 - 13:00:00;ora;87;16;788;9;7;12.94
02/01/2026 - 12:00:00;ora;86;4;726;13;2;12.12
02/01/2026 - 11:00:00;ora;58;3;798;10;6;10.99
02/01/2026 - 10:00:00;ora;80;22;739;11;2;13.12
02/01/2026 - 09:00:00;ora;76;23;646;17;8;12.23
02/01/2026 - 08:00:00;ora;59;11;567;9;8;15.07
02/01/2026 - 07:00:00;ora;19;5;453;6;3;16.19
02/01/2026 - 06:00:00;ora;0;0;98;0;0;18.52
02/01/2026 - 05:00:00;ora;0;0;18;0;0;18.11
02/01/2026 - 04:00:00;ora;0;0;1;0;0;12
02/01/2026 - 02:00:00;ora;0;0;4;0;0;18
02/01/2026 - 01:00:00;ora;0;0;10;0;0;22.4
02/01/2026 - 00:00:00;ora;0;1;137;0;0;21.38
01/01/2026 - 23:00:00;ora;2;7;357;0;0;22.79
01/01/2026 - 22:00:00;ora;0;12;476;0;0;18.89
01/01/2026 - 21:00:00;ora;0;7;567;0;0;17.16
01/01/2026 - 20:00:00;ora;2;8;736;0;2;15.16
01/01/2026 - 19:00:00;ora;1;6;747;0;0;15.76
01/01/2026 - 18:00:00;ora;4;5;787;0;1;17.82
01/01/2026 - 17:00:00;ora;11;6;725;0;0;16.61
01/01/2026 - 16:00:00;ora;24;2;424;1;2;19.58
01/01/2026 - 15:00:00;ora;24;6;209;0;0;21.18
01/01/2026 - 14:00:00;ora;62;33;504;0;2;16.78
01/01/2026 - 13:00:00;ora;85;40;780;1;0;13.43
01/01/2026 - 12:00:00;ora;75;12;625;0;2;16.42
01/01/2026 - 11:00:00;ora;78;0;436;1;3;16.37
01/01/2026 - 10:00:00;ora;35;5;331;2;2;16.72
01/01/2026 - 09:00:00;ora;15;3;184;5;2;19.16
01/01/2026 - 08:00:00;ora;18;8;140;5;1;18.47
01/01/2026 - 07:00:00;ora;8;6;159;2;2;22.81
01/01/2026 - 06:00:00;ora;0;0;62;1;0;24.48
01/01/2026 - 05:00:00;ora;0;1;53;0;0;29.57
01/01/2026 - 04:00:00;ora;0;0;44;0;1;26.04
01/01/2026 - 03:00:00;ora;0;2;121;0;0;22.33
01/01/2026 - 02:00:00;ora;0;3;324;0;0;19.07
01/01/2026 - 01:00:00;ora;0;5;424;0;0;17.55
01/01/2026 - 00:00:00;ora;0;0;20;0;0;17.65
