Data e Ora;Intervallo;Bicicletta;Moto;Auto;Camion;Autobus;Velocità Media
22/01/2026 - 14:00:00;ora;31;51;314;4;4;8.89
22/01/2026 - 13:00:00;ora;94;120;510;8;6;8.23
22/01/2026 - 12:00:00;ora;119;130;454;6;7;10.13
22/01/2026 - 11:00:00;ora;65;147;487;8;3;8.64
22/01/2026 - 10:00:00;ora;71;115;493;3;11;8.93
